"city_ID","common_name","scientific_name","city","state","location_type","ward","diameter_breast_height_CM","condition","native","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","longitude_coordinate","latitude_coordinate","zipcode","address","neighborhood","location_name","district","overhead_utility","height_M","height_binned_M","percent_population"
2686,NA,NA,"Richmond","Virginia","green_space","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2687,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2688,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2689,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2690,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2691,"Northern hackberry","Celtis occidentalis","Richmond","Virginia","green_space","Council district 1",76.2,"poor","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2692,"Flowering dogwood","Cornus florida","Richmond","Virginia","green_space","Council district 1",30.48,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2693,"Flowering dogwood","Cornus florida","Richmond","Virginia","green_space","Council district 1",50.8,"poor","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2694,"Flowering dogwood","Cornus florida","Richmond","Virginia","green_space","Council district 1",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2695,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",58.42,"good","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2696,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",63.5,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2697,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2698,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",71.12,"fair","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2699,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",101.6,"good","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2700,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",76.2,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2701,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",71.12,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2702,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",73.66,"fair","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2703,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",91.44,"good","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2704,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",96.52,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2705,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",91.44,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2706,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",86.36,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2707,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",91.44,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2708,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",88.9,"good","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2709,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2710,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",106.68,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2711,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2712,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",99.06,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2713,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",71.12,"poor","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2714,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2715,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",78.74,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2716,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",78.74,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2717,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",78.74,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2718,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",86.36,"good","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2719,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",78.74,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2720,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",76.2,"fair","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2721,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2722,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2723,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2724,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2725,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",48.26,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2726,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",43.18,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2727,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",50.8,"poor","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2728,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2729,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",50.8,"poor","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2730,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",48.26,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2731,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2732,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2733,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2734,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",66.04,"poor","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2735,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2736,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2737,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2738,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2739,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2740,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2741,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2742,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2743,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2744,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","no_info","Council district 6",12.7,"poor","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2745,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","no_info","Council district 6",20.32,"poor","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2746,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",55.88,"good","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2747,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",40.64,"poor","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2748,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2749,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",45.72,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2750,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 6",50.8,"good","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2751,"Sweetgum","Liquidambar styraciflua","Richmond","Virginia","no_info","Council district 6",12.7,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2752,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 6",5.08,"poor","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2753,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,"good","no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2754,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2755,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2756,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2757,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2758,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2759,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2760,NA,NA,"Richmond","Virginia","green_space","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2761,NA,NA,"Richmond","Virginia","green_space","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2762,NA,NA,"Richmond","Virginia","green_space","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2763,NA,NA,"Richmond","Virginia","green_space","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2764,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2765,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2766,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 7",93.98,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2767,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2768,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 7",93.98,"good","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2769,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2770,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2771,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2772,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2773,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2774,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 7",25.4,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2775,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2776,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2777,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2778,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2779,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2780,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2781,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2782,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 7",83.82,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2783,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 7",17.78,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2784,"Winged elm","Ulmus alata","Richmond","Virginia","no_info","Council district 6",38.1,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2785,"Flowering dogwood","Cornus florida","Richmond","Virginia","no_info","Council district 6",7.62,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2786,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2787,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2788,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2789,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2790,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2791,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2794,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,"Silver maple","Acer saccharinum","Richmond","Virginia","no_info","Council district 6",60.96,"poor","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2796,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2797,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2798,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2802,NA,NA,"Richmond","Virginia","no_info","Council district 6",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2804,"Hedge maple","Acer campestre","Richmond","Virginia","no_info","Council district 7",15.24,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2805,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,"Hedge maple","Acer campestre","Richmond","Virginia","no_info","Council district 7",15.24,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2808,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2811,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2812,"Hedge maple","Acer campestre","Richmond","Virginia","no_info","Council district 7",27.94,"fair","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2813,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2814,NA,NA,"Richmond","Virginia","no_info","Council district 7",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
