"city_ID","most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","diameter_breast_height_CM","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","retired_date","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","percent_population"
"CH2478","10/3/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.481005,36.035908,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2523","10/3/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.481265,36.035433,15.24,"poor",8.64188,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2525","10/3/2013","inventory_date","Sugar maple","Acer saccharum","Greensboro","North Carolina",-79.481256,36.035438,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2741","10/3/2013","inventory_date","Sugar maple","Acer saccharum","Greensboro","North Carolina",-79.48163,36.03547,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2754","10/3/2013","inventory_date","Black cherry","Prunus serotina","Greensboro","North Carolina",-79.481649,36.035597,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2872","10/4/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.481954,36.042279,15.24,"good",8.30812,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2940","10/4/2013","inventory_date","Weeping cherry","Prunus subhirtella","Greensboro","North Carolina",-79.48202,36.041533,15.24,"good",8.23498,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2946","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482164,36.041455,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2947","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.48216,36.041454,15.24,"dead",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2948","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482154,36.041454,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2949","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482147,36.041454,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2950","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482142,36.041452,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2951","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482138,36.041452,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH2990","10/4/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.482134,36.041061,15.24,"fair",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3009","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482073,36.041105,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3010","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482084,36.041107,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3011","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482085,36.041101,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3012","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482087,36.041094,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3016","10/4/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.482045,36.0412,15.24,"good",7.98695,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3098","10/4/2013","inventory_date","Yellow poplar","Liriodendron tulipifera","Greensboro","North Carolina",-79.480141,36.042055,15.24,"good",8.13408,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3052","10/4/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.480058,36.041455,15.24,"fair",8.30677,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3107","10/4/2013","inventory_date","Trident maple","Acer buergerianum","Greensboro","North Carolina",-79.480189,36.041796,15.24,"good",8.23092,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH3125","10/4/2013","inventory_date","Zelkova","Zelkova serrata","Greensboro","North Carolina",-79.480019,36.041971,15.24,"good",8.15346,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY210","10/15/2013","inventory_date","Black cherry","Prunus serotina","Greensboro","North Carolina",-79.464551,36.044618,15.24,"fair",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY241","10/15/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.464699,36.044517,15.24,"good",8.37332,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY243","10/15/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.464757,36.044493,15.24,"poor",8.13573,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY251","10/15/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.4648,36.044478,15.24,"good",8.25255,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY258","10/15/2013","inventory_date","Tree of heaven","Ailanthus altissima","Greensboro","North Carolina",-79.46481,36.044503,15.24,"good",7.9883,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY263","10/15/2013","inventory_date","Hackberry","Celtis occidentalis","Greensboro","North Carolina",-79.464836,36.044538,15.24,"good",7.7658,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY275","10/15/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.464973,36.044515,15.24,"good",8.0817,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY276","10/15/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.46497,36.044509,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY298","10/15/2013","inventory_date","Chestnut oak","Quercus prinus","Greensboro","North Carolina",-79.46487,36.044441,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY301","10/15/2013","inventory_date","Cherry","Prunus","Greensboro","North Carolina",-79.465229,36.044367,15.24,"good",8.03168,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY303","10/15/2013","inventory_date","Weeping cherry","Prunus subhirtella","Greensboro","North Carolina",-79.465266,36.044355,15.24,"good",7.95532,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY309","10/15/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.465159,36.044261,15.24,"good",8.06921,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY335","10/15/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.465573,36.044007,15.24,"good",8.07413,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY345","10/15/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.465642,36.044002,15.24,"good",8.00379,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY360","10/15/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.465726,36.04398,15.24,"good",8.10433,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY384","10/15/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.465508,36.044447,15.24,"poor",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY390","10/15/2013","inventory_date","Tree of heaven","Ailanthus altissima","Greensboro","North Carolina",-79.465472,36.044388,15.24,"good",7.71304,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY418","10/15/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.465628,36.044352,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY420","10/15/2013","inventory_date","Ash","Fraxinus","Greensboro","North Carolina",-79.465636,36.044342,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY518","10/15/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.464859,36.044959,15.24,"good",7.70635,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY523","10/15/2013","inventory_date","Zelkova","Zelkova serrata","Greensboro","North Carolina",-79.465,36.044906,15.24,"good",8.01299,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY665","10/16/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.46448,36.045025,15.24,"fair",NA,"introduced",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY567","10/15/2013","inventory_date","Loblolly pine","Pinus taeda","Greensboro","North Carolina",-79.464975,36.044597,15.24,"good",8.3144,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY602","10/16/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.463921,36.045016,15.24,"good",8.0299,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY608","10/16/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.463944,36.045075,15.24,"fair",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY560","10/15/2013","inventory_date","Red oak ?","Quercus","Greensboro","North Carolina",-79.465059,36.044559,15.24,"good",8.03218,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY627","10/16/2013","inventory_date","Black cherry","Prunus serotina","Greensboro","North Carolina",-79.463821,36.045152,15.24,"dead",8.031,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY747","10/16/2013","inventory_date","Sugar maple","Acer saccharum","Greensboro","North Carolina",-79.464269,36.045229,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY779","10/16/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.464559,36.045588,15.24,"good",7.96101,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY818","10/16/2013","inventory_date","Red maple","Acer rubrum","Greensboro","North Carolina",-79.464666,36.045478,15.24,"good",8.08165,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY841","10/16/2013","inventory_date","Japanese cedar","Cryptomeria japonica","Greensboro","North Carolina",-79.464836,36.045499,15.24,"good",7.99605,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1130","10/17/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.465583,36.044754,15.24,"good",7.99599,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1133","10/17/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.465581,36.044788,15.24,"good",8.0221,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1138","10/17/2013","inventory_date","Eastern red cedar","Juniperus virginiana","Greensboro","North Carolina",-79.465637,36.044801,15.24,"poor",8.19421,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY929","10/16/2013","inventory_date","Chinaberry","Melia azedarach","Greensboro","North Carolina",-79.465129,36.045442,15.24,"good",8.05793,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY954","10/16/2013","inventory_date","Black cherry","Prunus serotina","Greensboro","North Carolina",-79.465263,36.045541,15.24,"good",8.18931,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY977","10/16/2013","inventory_date","Tree of heaven","Ailanthus altissima","Greensboro","North Carolina",-79.465119,36.045634,15.24,"fair",8.26497,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY981","10/16/2013","inventory_date","Hackberry","Celtis occidentalis","Greensboro","North Carolina",-79.465074,36.045652,15.24,"good",8.17212,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY982","10/16/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.465044,36.045631,15.24,"good",8.46685,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY996","10/16/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.465085,36.045717,15.24,"poor",8.16096,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY999","10/16/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.465057,36.045728,15.24,"good",7.87662,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1004","10/16/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.465139,36.045757,15.24,"fair",8.07983,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1037","10/17/2013","inventory_date","Hackberry","Celtis occidentalis","Greensboro","North Carolina",-79.465142,36.04517,15.24,"poor",8.34953,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1111","10/17/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.465142,36.045173,15.24,"good",7.96566,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1149","10/17/2013","inventory_date","Willow oak","Quercus phellos","Greensboro","North Carolina",-79.465701,36.04467,15.24,"dead",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1200","10/17/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.465931,36.044663,15.24,"good",8.11609,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1201","10/17/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.465925,36.044668,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1202","10/17/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.465915,36.044671,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1203","10/17/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.465909,36.044672,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1204","10/17/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.465905,36.044674,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1205","10/17/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.465901,36.044674,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1206","10/17/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.465895,36.044676,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1219","10/17/2013","inventory_date","Sweetgum","Liquidambar styraciflua","Greensboro","North Carolina",-79.465873,36.044591,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1222","10/17/2013","inventory_date","Ash","Fraxinus","Greensboro","North Carolina",-79.465915,36.044641,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1248","10/17/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.46542,36.045388,15.24,"fair",8.27262,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1260","10/17/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.465341,36.045287,15.24,"good",7.91625,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1280","10/17/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.465631,36.045213,15.24,"good",8.1742,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1371","10/17/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.465416,36.045453,15.24,"fair",8.04942,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1383","10/17/2013","inventory_date","Silver maple","Acer saccharinum","Greensboro","North Carolina",-79.465742,36.045827,15.24,"fair",8.34584,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1393","10/17/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.465677,36.045715,15.24,"good",8.25922,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1396","10/17/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.465704,36.04569,15.24,"good",8.16136,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1398","10/17/2013","inventory_date","Sugar maple","Acer saccharum","Greensboro","North Carolina",-79.465712,36.045681,15.24,"good",8.1744,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1474","10/18/2013","inventory_date","Southern magnolia","Magnolia grandiflora","Greensboro","North Carolina",-79.470266,36.04456,15.24,"good",8.2612,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1481","10/18/2013","inventory_date","Black cherry","Prunus serotina","Greensboro","North Carolina",-79.470225,36.044528,15.24,"poor",8.02315,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1491","10/18/2013","inventory_date","Tree of heaven","Ailanthus altissima","Greensboro","North Carolina",-79.470174,36.044513,15.24,"fair",8.26734,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1504","10/18/2013","inventory_date","Sweetgum","Liquidambar styraciflua","Greensboro","North Carolina",-79.470105,36.044499,15.24,"good",8.2987,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1512","10/18/2013","inventory_date","Black cherry","Prunus serotina","Greensboro","North Carolina",-79.470054,36.044499,15.24,"good",8.2534,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1519","10/18/2013","inventory_date","Black cherry","Prunus serotina","Greensboro","North Carolina",-79.470033,36.044488,15.24,"good",8.1818,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1641","10/18/2013","inventory_date","Pin oak","Quercus palustris","Greensboro","North Carolina",-79.470342,36.045427,15.24,"good",8.15256,"naturally_occurring","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1671","10/18/2013","inventory_date","Weeping cherry","Prunus subhirtella","Greensboro","North Carolina",-79.470372,36.045065,15.24,"good",8.23213,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1594","10/18/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.470176,36.045232,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1595","10/18/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.47018,36.045241,15.24,"poor",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1597","10/18/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.470148,36.045226,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1598","10/18/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.470142,36.045222,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1683","10/18/2013","inventory_date","Cherry","Prunus","Greensboro","North Carolina",-79.470293,36.044854,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1695","10/18/2013","inventory_date","Cherry","Prunus","Greensboro","North Carolina",-79.470423,36.044782,15.24,"good",8.04089,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1716","10/18/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.470211,36.044688,15.24,"good",8.44875,"no_info","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1735","10/18/2013","inventory_date","Pecan","Carya illinoinensis","Greensboro","North Carolina",-79.470619,36.044738,15.24,"good",8.15425,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
